reviews_id,user_id,lot_id,booking_id,rating,review_text,sentiment_score,created_at
R1576,U250,P124,B3421,2,"Poor lighting at night, felt unsafe.",-0.83,2025-11-20T14:53:00
R1577,U291,P103,B2110,5,Clean and well-lit parking area.,0.59,2025-11-19T18:27:00
R1578,U207,P125,B1590,4,Clean and well-lit parking area.,0.86,2025-12-14T22:36:00
R1579,U204,P112,B3454,4,Affordable pricing and close to metro station.,0.79,2025-11-09T13:03:00
R1580,U102,P109,B2115,5,"Very convenient location, will book again.",0.92,2025-11-05T21:05:00
R1581,U258,P126,B1398,5,"Great parking spot, easy to find and secure.",0.87,2026-01-15T19:24:00
R1582,U160,P102,B4949,3,"Average experience, would use again if nearby.",0.06,2026-01-04T14:35:00
R1583,U297,P124,B2122,3,"Decent parking, nothing special.",0.21,2025-10-27T11:08:00
R1584,U175,P124,B3268,4,"Owner was helpful, smooth experience overall.",0.76,2025-11-05T06:18:00
R1585,U162,P120,B440,4,Affordable pricing and close to metro station.,0.63,2025-12-02T15:28:00
R1586,U263,P124,B3079,5,Affordable pricing and close to metro station.,0.94,2025-11-03T09:39:00
R1587,U208,P132,B1826,4,"Great parking spot, easy to find and secure.",0.92,2025-11-07T19:03:00
R1588,U205,P102,B2007,2,"Poor lighting at night, felt unsafe.",-0.83,2026-01-27T16:55:00
R1589,U195,P128,B4894,5,"Very convenient location, will book again.",0.88,2025-11-19T11:34:00
R1590,U228,P132,B3036,5,"Great parking spot, easy to find and secure.",0.53,2025-10-21T17:27:00
R1591,U282,P109,B1163,4,Affordable pricing and close to metro station.,0.92,2026-01-05T21:30:00
R1592,U212,P120,B2624,3,"Decent parking, nothing special.",0.15,2025-12-26T21:10:00
R1593,U139,P121,B4877,5,"Owner was helpful, smooth experience overall.",0.57,2025-12-19T02:49:00
R1594,U118,P107,B4130,5,"Great parking spot, easy to find and secure.",0.87,2025-11-27T20:52:00
R1595,U240,P103,B1646,4,"Great parking spot, easy to find and secure.",0.73,2025-10-09T17:42:00
R1596,U159,P115,B1396,3,Okay for short-term parking.,-0.08,2025-11-10T10:07:00
R1597,U188,P119,B2308,3,"Decent parking, nothing special.",0.22,2025-10-22T23:33:00
R1598,U197,P121,B2082,2,"Poor lighting at night, felt unsafe.",-0.43,2026-01-06T22:06:00
R1599,U134,P121,B1386,5,Affordable pricing and close to metro station.,0.72,2025-11-05T19:15:00
R1600,U112,P116,B3929,5,Affordable pricing and close to metro station.,0.83,2025-12-19T22:37:00
